"=""Статистика недоступности электронных сервисов""";

"=""Выберите узел СМЭВ""";"=""00 Федеральный уровень""";
"=""Выберите поставщика сервиса""";"=""""";
"=""Выберите информационные системы""";"=""""";
"=""Выберите сервисы""";"=""""";
"=""Выберите период формирования отчета с""";"=""07.02.2014""";
"=""по""";"=""10.02.2014""";
"=""Время генерации отчета""";"=""14.07.2014 13:17:45""";

"=""Сводные показатели""";

"=""Ведомство""";"=""Сервис""";"=""Кол-во отключений сервиса за период""";"=""Общее время недоступности за период""";"=""Самый продолжительный интервал недоступности""";"=""Среднее время недоступности""";"=""Общее время недоступности, без учета кратковременных прерываний""";
"=""Минкомсвязь""";"=""(00-SID0003661) - Продуктивный сервис ИПШ по приему уведомлений от СМЭВа""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкомсвязь""";"=""(00-SID0003663) - Cервис регистрации учетной записи пользователя в ЕСИА с доступом к личному кабинету ЕПГУ""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкомсвязь""";"=""(00-SID0003671) - Электронный сервис унифицированной отправки информационных сообщений для пользователей государственной электронной почтовой системы""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкомсвязь""";"=""(00-SID0003696) - Сервис передачи сведений о зарегистрированных и измененных ФГИС и заявках на регистрацию ФГИС""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкомсвязь""";"=""(00-SID0003697) - Сервис передачи аналитических сведений о планах информатизации""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкомсвязь""";"=""(00-SID0003715) - Сервис получения документов из информационной системы нотариусов  (разработан согласно методическим рекомендациям версии 2.5)""";"=""0""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";"=""00:00:00""";
"=""Минкультуры""";"=""(00-SID0003051) - Предоставление библиографической информации из государственных библиотечных фондов""";"=""1""";"=""00:09:45""";"=""00:09:45""";"=""00:09:45""";"=""00:09:45""";
"=""Минкультуры""";"=""(00-SID0003253) - Ответ на запрос от Роскомнадзора на предоставление информации по прокатным удостоверениям""";"=""1""";"=""00:07:51""";"=""00:07:51""";"=""00:07:51""";"=""00:07:51""";
"=""Минкультуры""";"=""(00-SID0003254) - Регистрация запроса от Роскомнадзора""";"=""2""";"=""00:08:03""";"=""00:06:52""";"=""00:04:01""";"=""00:06:52""";
"=""Минкультуры""";"=""(00-SID0003255) - Изменение статуса запроса""";"=""1""";"=""00:06:53""";"=""00:06:53""";"=""00:06:53""";"=""00:06:53""";
"=""Минкультуры""";"=""(00-SID0003799) - Сервис предоставления выписки из реестра лицензий на деятельность по сохранению объектов культурного наследия (памятников истории и культуры) народов""";"=""0""";"=""00:09:46""";"=""00:09:46""";"=""00:00:00""";"=""00:09:46""";
